rating SU,review_length SU,title_length SU,Class
0.486340484147,2.45218429912,1.58327335826,1
0.486340484147,-0.202458216672,-1.08778649037,0
-1.66451743166,-0.415144709035,-1.08778649037,1
0.486340484147,-0.4702856515,-1.08778649037,0
0.486340484147,-0.998063243661,0.158708105656,0
-2.73994638956,-0.115808164227,1.76134401483,1
0.486340484147,0.24654660054,0.870990731957,0
0.486340484147,0.140203354358,0.692920075382,1
-0.589088473755,-0.698726698853,-0.642609848934,0
0.486340484147,-0.564812981439,1.76134401483,1
0.486340484147,0.136264715611,0.158708105656,0
-1.66451743166,1.45177005727,0.336778762231,1
0.486340484147,-0.4702856515,-1.08778649037,0
0.486340484147,-0.761744918813,0.247743433943,1
-0.589088473755,-0.509672038975,-0.286468535783,1
-0.589088473755,0.108694244379,-1.08778649037,0
0.486340484147,-0.612076646409,1.40520270168,1
-0.589088473755,-0.245783242894,0.158708105656,0
0.486340484147,-0.856272248752,-0.464539192358,0
0.486340484147,-0.371819682813,0.78195540367,0
0.486340484147,-0.938983662449,-1.08778649037,0
-0.589088473755,-0.4702856515,0.247743433943,0
0.486340484147,0.553760422843,-0.108397879207,1
0.486340484147,-0.42302198653,0.514849418806,1
0.486340484147,-0.190642300429,-1.08778649037,0
-0.589088473755,0.805833302681,-0.286468535783,0
0.486340484147,1.2390835649,0.870990731957,1
0.486340484147,-1.0098791599,-0.731645177221,1
0.486340484147,-0.379696960308,0.514849418806,0
-0.589088473755,-0.107930886732,-1.08778649037,0
-1.66451743166,1.11698576373,-1.08778649037,1
0.486340484147,-0.478162928995,-0.286468535783,1
0.486340484147,-0.446653819015,1.40520270168,0
0.486340484147,-0.631769840146,0.425814090519,0
-2.73994638956,0.608901365308,0.069672777368,1
0.486340484147,-0.682972143863,0.692920075382,1
-1.66451743166,-0.879904081237,-1.08778649037,0
0.486340484147,0.203221574318,1.67230868655,0
0.486340484147,5.23286325484,1.3161673734,1
0.486340484147,-0.836579055015,0.78195540367,1
0.486340484147,-0.891719997479,0.514849418806,1
0.486340484147,0.975194768822,-0.642609848934,0
-1.66451743166,0.0259828306817,1.76134401483,1
